발생시각,규모,깊이(km),위도,경도,발생일,p_arrival_utc,s_arrival_utc
2017-11-15 21:53:57,1.6,6.0,36.14,129.37,2017-11-15,2017-11-15 12:54:01.550993031+00:00,2017-11-15 12:54:02.889635682+00:00
2017-11-15 21:45:51,1.8,9.0,36.1,129.35,2017-11-15,2017-11-15 12:45:55.608726532+00:00,2017-11-15 12:45:57.525761658+00:00
2017-11-15 21:41:36,1.4,10.0,36.1,129.36,2017-11-15,2017-11-15 12:41:40.804137336+00:00,2017-11-15 12:41:42.913072002+00:00
2017-11-15 21:35:25,2.0,10.0,36.11,129.36,2017-11-15,2017-11-15 12:35:29.745413966+00:00,2017-11-15 12:35:31.850053+00:00
2017-11-15 21:23:32,1.7,9.0,36.1,129.36,2017-11-15,2017-11-15 12:23:36.745323244+00:00,2017-11-15 12:23:38.670658110+00:00
2017-11-15 21:16:50,1.6,5.0,36.11,129.36,2017-11-15,2017-11-15 12:16:54.506087961+00:00,2017-11-15 12:16:55.637790377+00:00
2017-11-15 21:15:41,1.4,11.0,36.09,129.34,2017-11-15,2017-11-15 12:15:45.672021445+00:00,2017-11-15 12:15:47.941314228+00:00
2017-11-15 21:14:46,1.5,8.0,36.08,129.34,2017-11-15,2017-11-15 12:14:50.566119208+00:00,2017-11-15 12:14:52.296159771+00:00
2017-11-15 21:07:04,1.6,11.0,36.09,129.35,2017-11-15,2017-11-15 12:07:08.801813630+00:00,2017-11-15 12:07:11.083073678+00:00
2017-11-15 20:59:20,0.7,6.0,36.09,129.34,2017-11-15,2017-11-15 11:59:24.394924633+00:00,2017-11-15 11:59:25.729148187+00:00
2017-11-15 20:57:25,1.8,11.0,36.09,129.34,2017-11-15,2017-11-15 11:57:29.672021445+00:00,2017-11-15 11:57:31.941314228+00:00
2017-11-15 20:55:36,1.8,11.0,36.1,129.35,2017-11-15,2017-11-15 11:55:40.735345889+00:00,2017-11-15 11:55:43.010570104+00:00
2017-11-15 20:54:25,2.4,10.0,36.1,129.35,2017-11-15,2017-11-15 11:54:29.669283043+00:00,2017-11-15 11:54:31.768175550+00:00
2017-11-15 20:51:49,1.4,10.0,36.09,129.35,2017-11-15,2017-11-15 11:51:53.736688378+00:00,2017-11-15 11:51:55.840679124+00:00
2017-11-15 20:45:47,1.6,7.0,36.14,129.37,2017-11-15,2017-11-15 11:45:51.592918087+00:00,2017-11-15 11:45:53.132107523+00:00
2017-11-15 20:25:07,1.2,6.0,36.09,129.33,2017-11-15,2017-11-15 11:25:11.258247088+00:00,2017-11-15 11:25:12.588326668+00:00
2017-11-15 20:24:24,1.8,8.0,36.09,129.35,2017-11-15,2017-11-15 11:24:28.623005741+00:00,2017-11-15 11:24:30.355832012+00:00
2017-11-15 20:21:33,1.2,7.0,36.09,129.35,2017-11-15,2017-11-15 11:21:37.574859963+00:00,2017-11-15 11:21:39.113379477+00:00
2017-11-15 20:20:59,1.4,5.0,36.1,129.36,2017-11-15,2017-11-15 11:21:03.567937280+00:00,2017-11-15 11:21:04.700809379+00:00
2017-11-15 19:45:25,0.8,6.0,36.09,129.34,2017-11-15,2017-11-15 10:45:29.394924633+00:00,2017-11-15 10:45:30.729148187+00:00
2017-11-15 19:42:17,1.5,8.0,36.13,129.38,2017-11-15,2017-11-15 10:42:21.822007327+00:00,2017-11-15 10:42:23.564032676+00:00
2017-11-15 19:40:29,1.8,6.0,36.09,129.34,2017-11-15,2017-11-15 10:40:33.394924633+00:00,2017-11-15 10:40:34.729148187+00:00
2017-11-15 19:36:19,1.2,,36.13,129.38,2017-11-15,,
2017-11-15 19:34:17,1.2,10.0,36.1,129.35,2017-11-15,2017-11-15 10:34:21.669283043+00:00,2017-11-15 10:34:23.768175550+00:00
2017-11-15 19:28:29,1.5,11.0,36.1,129.36,2017-11-15,2017-11-15 10:28:33.868349977+00:00,2017-11-15 10:28:36.155466557+00:00
2017-11-15 19:25:40,1.5,6.0,36.11,129.35,2017-11-15,2017-11-15 10:25:44.398928897+00:00,2017-11-15 10:25:45.733269860+00:00
2017-11-15 19:24:09,1.4,5.0,36.13,129.37,2017-11-15,2017-11-15 10:24:13.552874809+00:00,2017-11-15 10:24:14.685465005+00:00
2017-11-15 19:16:30,1.9,8.0,36.14,129.37,2017-11-15,2017-11-15 10:16:34.640873688+00:00,2017-11-15 10:16:36.374560058+00:00
2017-11-15 19:15:21,1.9,8.0,36.12,129.37,2017-11-15,2017-11-15 10:15:25.721533610+00:00,2017-11-15 10:15:27.459016757+00:00
2017-11-15 19:13:07,1.8,5.0,36.1,129.35,2017-11-15,2017-11-15 10:13:11.425778588+00:00,2017-11-15 10:13:12.555912926+00:00
2017-11-15 18:59:38,2.1,9.0,36.11,129.35,2017-11-15,2017-11-15 09:59:42.547488677+00:00,2017-11-15 09:59:44.460627455+00:00
2017-11-15 18:58:26,2.2,8.0,36.1,129.35,2017-11-15,2017-11-15 09:58:30.553896091+00:00,2017-11-15 09:58:32.283328439+00:00
2017-11-15 18:57:36,2.3,8.0,36.11,129.35,2017-11-15,2017-11-15 09:57:40.491900943+00:00,2017-11-15 09:57:42.218194236+00:00
2017-11-15 18:54:55,1.2,6.0,36.12,129.37,2017-11-15,2017-11-15 09:54:59.633243529+00:00,2017-11-15 09:55:00.974092380+00:00
2017-11-15 18:51:33,2.0,11.0,36.14,129.38,2017-11-15,2017-11-15 09:51:37.959355754+00:00,2017-11-15 09:51:40.254197927+00:00
2017-11-15 18:48:23,2.1,5.0,36.14,129.38,2017-11-15,2017-11-15 09:48:27.664897926+00:00,2017-11-15 09:48:28.799540750+00:00
2017-11-15 18:41:46,2.1,11.0,36.09,129.32,2017-11-15,2017-11-15 09:41:50.417252199+00:00,2017-11-15 09:41:52.660176301+00:00
2017-11-15 18:34:59,1.4,9.0,36.14,129.36,2017-11-15,2017-11-15 09:35:03.551378212+00:00,2017-11-15 09:35:05.464767894+00:00
2017-11-15 18:27:10,1.6,6.0,36.12,129.36,2017-11-15,2017-11-15 09:27:14.487878439+00:00,2017-11-15 09:27:15.824771984+00:00
2017-11-15 18:22:41,1.6,5.0,36.14,129.38,2017-11-15,2017-11-15 09:22:45.664897926+00:00,2017-11-15 09:22:46.799540750+00:00
2017-11-15 18:21:31,1.6,7.0,36.14,129.37,2017-11-15,2017-11-15 09:21:35.592918087+00:00,2017-11-15 09:21:37.132107523+00:00
2017-11-15 18:12:53,1.2,6.0,36.12,129.34,2017-11-15,2017-11-15 09:12:57.199156788+00:00,2017-11-15 09:12:58.527358571+00:00
2017-11-15 18:11:14,1.3,9.0,36.1,129.36,2017-11-15,2017-11-15 09:11:18.745323244+00:00,2017-11-15 09:11:20.670658110+00:00
2017-11-15 18:04:44,1.3,6.0,36.14,129.37,2017-11-15,2017-11-15 09:04:48.550993031+00:00,2017-11-15 09:04:49.889635682+00:00
2017-11-15 17:52:24,1.2,7.0,36.15,129.38,2017-11-15,2017-11-15 08:52:28.711733125+00:00,2017-11-15 08:52:30.255197332+00:00
2017-11-15 17:42:53,2.2,10.0,36.14,129.37,2017-11-15,2017-11-15 08:42:57.754123643+00:00,2017-11-15 08:42:59.859407169+00:00
2017-11-15 17:41:38,1.5,6.0,36.14,129.38,2017-11-15,2017-11-15 08:41:42.699464157+00:00,2017-11-15 08:41:44.042031886+00:00
2017-11-15 17:39:25,1.8,7.0,36.12,129.37,2017-11-15,2017-11-15 08:39:29.674418233+00:00,2017-11-15 08:39:31.216564221+00:00
2017-11-15 17:35:49,1.3,11.0,36.1,129.34,2017-11-15,2017-11-15 08:35:53.603697169+00:00,2017-11-15 08:35:55.865859194+00:00
2017-11-15 17:34:14,1.4,6.0,36.11,129.34,2017-11-15,2017-11-15 08:34:18.256793739+00:00,2017-11-15 08:34:19.586827779+00:00
2017-11-15 17:33:41,1.5,10.0,36.09,129.34,2017-11-15,2017-11-15 08:33:45.605040065+00:00,2017-11-15 08:33:47.698919674+00:00
2017-11-15 17:32:46,1.4,7.0,36.1,129.35,2017-11-15,2017-11-15 08:32:50.505000761+00:00,2017-11-15 08:32:52.040875903+00:00
2017-11-15 17:28:33,0.8,5.0,36.1,129.37,2017-11-15,2017-11-15 08:28:37.710890540+00:00,2017-11-15 08:28:38.846347626+00:00
2017-11-15 17:27:20,1.4,6.0,36.12,129.37,2017-11-15,2017-11-15 08:27:24.633243529+00:00,2017-11-15 08:27:25.974092380+00:00
2017-11-15 17:26:04,0.5,8.0,36.11,129.35,2017-11-15,2017-11-15 08:26:08.491900943+00:00,2017-11-15 08:26:10.218194236+00:00
2017-11-15 17:18:05,1.2,5.0,36.1,129.35,2017-11-15,2017-11-15 08:18:09.425778588+00:00,2017-11-15 08:18:10.555912926+00:00
2017-11-15 17:14:07,1.4,6.0,36.11,129.37,2017-11-15,2017-11-15 08:14:11.685595932+00:00,2017-11-15 08:14:13.027807793+00:00
2017-11-15 17:11:10,2.8,,36.08,129.31,2017-11-15,,
2017-11-15 17:07:45,1.0,10.0,36.12,129.36,2017-11-15,2017-11-15 08:07:49.693779482+00:00,2017-11-15 08:07:51.794543471+00:00
2017-11-15 17:05:10,1.3,8.0,36.15,129.38,2017-11-15,2017-11-15 08:05:14.758473266+00:00,2017-11-15 08:05:16.497649867+00:00
2017-11-15 17:03:59,1.4,5.0,36.09,129.32,2017-11-15,2017-11-15 08:04:03.083305715+00:00,2017-11-15 08:04:04.206051192+00:00
2017-11-15 17:03:24,1.3,6.0,36.13,129.36,2017-11-15,2017-11-15 08:03:28.441486087+00:00,2017-11-15 08:03:29.777061337+00:00
2017-11-15 17:01:44,1.4,11.0,36.11,129.34,2017-11-15,2017-11-15 08:01:48.542428103+00:00,2017-11-15 08:01:50.798468048+00:00
2017-11-15 16:59:07,1.2,6.0,36.1,129.34,2017-11-15,2017-11-15 07:59:11.322164718+00:00,2017-11-15 07:59:12.654215858+00:00
2017-11-15 16:58:49,1.4,9.0,36.1,129.36,2017-11-15,2017-11-15 07:58:53.745323244+00:00,2017-11-15 07:58:55.670658110+00:00
2017-11-15 16:57:53,2.2,7.0,36.14,129.37,2017-11-15,2017-11-15 07:57:57.592918087+00:00,2017-11-15 07:57:59.132107523+00:00
2017-11-15 16:49:30,4.3,10.0,36.12,129.36,2017-11-15,2017-11-15 07:49:34.693779482+00:00,2017-11-15 07:49:36.794543471+00:00
2017-11-15 16:46:43,1.7,6.0,36.13,129.35,2017-11-15,2017-11-15 07:46:47.295224292+00:00,2017-11-15 07:46:48.626451823+00:00
2017-11-15 16:39:14,1.5,6.0,36.1,129.34,2017-11-15,2017-11-15 07:39:18.322164718+00:00,2017-11-15 07:39:19.654215858+00:00
2017-11-15 16:34:05,1.4,6.0,36.11,129.37,2017-11-15,2017-11-15 07:34:09.685595932+00:00,2017-11-15 07:34:11.027807793+00:00
2017-11-15 16:32:22,1.3,9.0,36.1,129.35,2017-11-15,2017-11-15 07:32:26.608726532+00:00,2017-11-15 07:32:28.525761658+00:00
2017-11-15 16:30:26,1.3,6.0,36.12,129.35,2017-11-15,2017-11-15 07:30:30.343160564+00:00,2017-11-15 07:30:31.675846277+00:00
2017-11-15 16:25:21,1.6,,36.08,129.33,2017-11-15,,
2017-11-15 16:18:36,2.0,6.0,36.14,129.36,2017-11-15,2017-11-15 07:18:40.402951607+00:00,2017-11-15 07:18:41.737410298+00:00
2017-11-15 16:16:17,2.4,8.0,36.09,129.35,2017-11-15,2017-11-15 07:16:21.623005741+00:00,2017-11-15 07:16:23.355832012+00:00
2017-11-15 16:14:59,1.4,6.0,36.14,129.38,2017-11-15,2017-11-15 07:15:03.699464157+00:00,2017-11-15 07:15:05.042031886+00:00
2017-11-15 16:13:07,1.2,,36.12,129.34,2017-11-15,,
2017-11-15 16:11:00,2.9,12.0,36.13,129.36,2017-11-15,2017-11-15 07:11:04.787449781+00:00,2017-11-15 07:11:07.231079869+00:00
2017-11-15 16:08:12,1.6,6.0,36.12,129.36,2017-11-15,2017-11-15 07:08:16.487878439+00:00,2017-11-15 07:08:17.824771984+00:00
2017-11-15 16:06:57,1.8,7.0,36.11,129.36,2017-11-15,2017-11-15 07:07:01.583897864+00:00,2017-11-15 07:07:03.122753354+00:00
2017-11-15 16:06:31,0.3,5.0,36.11,129.38,2017-11-15,2017-11-15 07:06:35.796380404+00:00,2017-11-15 07:06:36.933309307+00:00
2017-11-15 16:05:07,1.2,5.0,36.1,129.34,2017-11-15,2017-11-15 07:05:11.284493364+00:00,2017-11-15 07:05:12.411724722+00:00
2017-11-15 16:03:35,1.4,10.0,36.11,129.35,2017-11-15,2017-11-15 07:03:39.608859384+00:00,2017-11-15 07:03:41.703041347+00:00
2017-11-15 16:02:22,1.5,7.0,36.11,129.35,2017-11-15,2017-11-15 07:02:26.442313398+00:00,2017-11-15 07:02:27.975741701+00:00
2017-11-15 16:00:37,1.4,,36.1,129.35,2017-11-15,,
2017-11-15 15:58:37,1.2,,36.07,129.32,2017-11-15,,
2017-11-15 15:56:33,1.6,,36.09,129.34,2017-11-15,,
2017-11-15 15:55:00,2.2,10.0,36.12,129.37,2017-11-15,2017-11-15 06:55:04.832869222+00:00,2017-11-15 06:55:06.943863868+00:00
2017-11-15 15:54:27,1.7,8.0,36.12,129.36,2017-11-15,2017-11-15 06:54:31.579017714+00:00,2017-11-15 06:54:33.309696360+00:00
2017-11-15 15:52:56,1.4,5.0,36.1,129.33,2017-11-15,2017-11-15 06:53:00.144170969+00:00,2017-11-15 06:53:01.268320320+00:00
2017-11-15 15:47:56,1.4,7.0,36.09,129.36,2017-11-15,2017-11-15 06:48:00.712498326+00:00,2017-11-15 06:48:02.255989338+00:00
2017-11-15 15:47:22,1.5,7.0,36.1,129.35,2017-11-15,2017-11-15 06:47:26.505000761+00:00,2017-11-15 06:47:28.040875903+00:00
2017-11-15 15:46:12,1.4,6.0,36.12,129.36,2017-11-15,2017-11-15 06:46:16.487878439+00:00,2017-11-15 06:46:17.824771984+00:00
2017-11-15 15:38:39,1.3,7.0,36.11,129.36,2017-11-15,2017-11-15 06:38:43.583897864+00:00,2017-11-15 06:38:45.122753354+00:00
2017-11-15 15:36:19,2.3,7.0,36.09,129.33,2017-11-15,2017-11-15 06:36:23.303072386+00:00,2017-11-15 06:36:24.830798509+00:00
2017-11-15 15:35:29,1.3,6.0,36.08,129.34,2017-11-15,2017-11-15 06:35:33.474713083+00:00,2017-11-15 06:35:34.811235394+00:00
2017-11-15 15:33:54,1.3,7.0,36.12,129.36,2017-11-15,2017-11-15 06:33:58.530397549+00:00,2017-11-15 06:34:00.067243825+00:00
2017-11-15 15:32:07,1.0,9.0,36.09,129.34,2017-11-15,2017-11-15 06:32:11.543617165+00:00,2017-11-15 06:32:13.456505782+00:00
2017-11-15 15:25:48,1.4,5.0,36.09,129.34,2017-11-15,2017-11-15 06:25:52.357893757+00:00,2017-11-15 06:25:53.486657051+00:00
2017-11-15 15:23:50,2.6,11.0,36.09,129.35,2017-11-15,2017-11-15 06:23:54.801813630+00:00,2017-11-15 06:23:57.083073678+00:00
2017-11-15 15:23:36,1.4,8.0,36.09,129.35,2017-11-15,2017-11-15 06:23:40.623005741+00:00,2017-11-15 06:23:42.355832012+00:00
2017-11-15 15:19:46,2.4,11.0,36.14,129.38,2017-11-15,2017-11-15 06:19:50.959355754+00:00,2017-11-15 06:19:53.254197927+00:00
2017-11-15 15:18:59,1.2,9.0,36.09,129.34,2017-11-15,2017-11-15 06:19:03.543617165+00:00,2017-11-15 06:19:05.456505782+00:00
2017-11-15 15:16:23,1.8,7.0,36.11,129.36,2017-11-15,2017-11-15 06:16:27.583897864+00:00,2017-11-15 06:16:29.122753354+00:00
2017-11-15 15:15:58,1.0,5.0,36.1,129.34,2017-11-15,2017-11-15 06:16:02.284493364+00:00,2017-11-15 06:16:03.411724722+00:00
2017-11-15 15:14:59,2.5,9.0,36.11,129.35,2017-11-15,2017-11-15 06:15:03.547488677+00:00,2017-11-15 06:15:05.460627455+00:00
2017-11-15 15:12:33,1.1,6.0,36.12,129.34,2017-11-15,2017-11-15 06:12:37.199156788+00:00,2017-11-15 06:12:38.527358571+00:00
2017-11-15 15:10:55,1.7,,36.1,129.34,2017-11-15,,
2017-11-15 15:09:49,3.5,8.0,36.09,129.34,2017-11-15,2017-11-15 06:09:53.487980862+00:00,2017-11-15 06:09:55.214072563+00:00
2017-11-15 15:08:14,1.5,5.0,36.1,129.38,2017-11-15,2017-11-15 06:08:18.854568121+00:00,2017-11-15 06:08:19.992469033+00:00
2017-11-15 15:07:37,1.4,7.0,36.09,129.35,2017-11-15,2017-11-15 06:07:41.574859963+00:00,2017-11-15 06:07:43.113379477+00:00
2017-11-15 15:06:43,1.6,9.0,36.08,129.34,2017-11-15,2017-11-15 06:06:47.620802718+00:00,2017-11-15 06:06:49.538592990+00:00
2017-11-15 15:05:08,1.3,5.0,36.13,129.37,2017-11-15,2017-11-15 06:05:12.552874809+00:00,2017-11-15 06:05:13.685465005+00:00
2017-11-15 15:03:49,1.1,10.0,36.09,129.34,2017-11-15,2017-11-15 06:03:53.605040065+00:00,2017-11-15 06:03:55.698919674+00:00
2017-11-15 15:02:05,1.3,7.0,36.15,129.39,2017-11-15,2017-11-15 06:02:09.860177054+00:00,2017-11-15 06:02:11.408677842+00:00
2017-11-15 15:00:54,2.9,8.0,36.11,129.35,2017-11-15,2017-11-15 06:00:58.491900943+00:00,2017-11-15 06:01:00.218194236+00:00
2017-11-15 14:58:19,2.9,,36.12,129.37,2017-11-15,,
2017-11-15 14:56:32,2.8,12.0,36.1,129.35,2017-11-15,2017-11-15 05:56:36.806688093+00:00,2017-11-15 05:56:39.252945310+00:00
2017-11-15 14:55:06,1.7,5.0,36.1,129.35,2017-11-15,2017-11-15 05:55:10.425778588+00:00,2017-11-15 05:55:11.555912926+00:00
2017-11-15 14:54:41,1.0,6.0,36.11,129.38,2017-11-15,2017-11-15 05:54:45.829985506+00:00,2017-11-15 05:54:47.175800443+00:00
2017-11-15 14:53:35,1.5,,36.11,129.36,2017-11-15,,
2017-11-15 14:52:55,2.4,9.0,36.11,129.35,2017-11-15,2017-11-15 05:52:59.547488677+00:00,2017-11-15 05:53:01.460627455+00:00
2017-11-15 14:50:05,2.4,8.0,36.1,129.36,2017-11-15,2017-11-15 05:50:09.692110740+00:00,2017-11-15 05:50:11.428224891+00:00
2017-11-15 14:49:33,1.6,10.0,36.1,129.35,2017-11-15,2017-11-15 05:49:37.669283043+00:00,2017-11-15 05:49:39.768175550+00:00
2017-11-15 14:47:23,1.6,5.0,36.1,129.36,2017-11-15,2017-11-15 05:47:27.567937280+00:00,2017-11-15 05:47:28.700809379+00:00
2017-11-15 14:46:18,1.8,6.0,36.1,129.36,2017-11-15,2017-11-15 05:46:22.603246916+00:00,2017-11-15 05:46:23.943300515+00:00
2017-11-15 14:46:00,2.5,6.0,36.12,129.39,2017-11-15,2017-11-15 05:46:04.925685755+00:00,2017-11-15 05:46:06.273770348+00:00
2017-11-15 14:39:49,1.6,9.0,36.1,129.35,2017-11-15,2017-11-15 05:39:53.608726532+00:00,2017-11-15 05:39:55.525761658+00:00
2017-11-15 14:39:10,1.8,15.0,36.1,129.37,2017-11-15,2017-11-15 05:39:15.301330045+00:00,2017-11-15 05:39:18.269864087+00:00
2017-11-15 14:38:08,1.9,8.0,36.1,129.35,2017-11-15,2017-11-15 05:38:12.553896091+00:00,2017-11-15 05:38:14.283328439+00:00
2017-11-15 14:32:59,3.6,8.0,36.1,129.36,2017-11-15,2017-11-15 05:33:03.692110740+00:00,2017-11-15 05:33:05.428224891+00:00
2017-11-15 14:29:31,5.4,7.0,36.11,129.37,2017-11-15,2017-11-15 05:29:35.726306459+00:00,2017-11-15 05:29:37.270279634+00:00
2017-11-15 14:22:44,2.6,,36.08,129.31,2017-11-15,,
2017-11-15 14:22:32,2.2,8.0,36.11,129.36,2017-11-15,2017-11-15 05:22:36.631948310+00:00,2017-11-15 05:22:38.365205889+00:00
2017-11-15 05:59:38,1.5,5.0,36.1,129.35,2017-11-15,2017-11-14 20:59:42.425778588+00:00,2017-11-14 20:59:43.555912926+00:00
2017-11-15 05:04:17,1.6,5.0,36.1,129.35,2017-11-15,2017-11-14 20:04:21.425778588+00:00,2017-11-14 20:04:22.555912926+00:00
2017-11-15 04:55:15,1.7,7.0,36.1,129.35,2017-11-15,2017-11-14 19:55:19.505000761+00:00,2017-11-14 19:55:21.040875903+00:00
2017-10-03 03:44:39,1.2,16.0,36.02,129.53,2017-10-03,2017-10-02 18:44:46.991451515+00:00,2017-10-02 18:44:50.389061021+00:00
2017-09-29 21:14:37,1.8,19.0,35.86,129.68,2017-09-29,2017-09-29 12:14:48.474725678+00:00,2017-09-29 12:14:52.657319902+00:00
2017-09-23 03:09:55,1.1,5.0,36.1,129.35,2017-09-23,2017-09-22 18:09:59.425778588+00:00,2017-09-22 18:10:00.555912926+00:00
2017-09-22 23:27:21,1.3,8.0,36.11,129.35,2017-09-22,2017-09-22 14:27:25.491900943+00:00,2017-09-22 14:27:27.218194236+00:00
2017-09-16 17:55:55,1.6,10.0,36.12,129.36,2017-09-16,2017-09-16 08:55:59.693779482+00:00,2017-09-16 08:56:01.794543471+00:00
2017-09-11 16:19:24,1.9,5.0,36.1,129.35,2017-09-11,2017-09-11 07:19:28.425778588+00:00,2017-09-11 07:19:29.555912926+00:00
2017-06-25 12:47:31,1.0,19.0,35.98,129.61,2017-06-25,2017-06-25 03:47:40.526061157+00:00,2017-06-25 03:47:44.564578894+00:00
2017-04-15 17:16:47,2.0,8.0,36.11,129.37,2017-04-15,2017-04-15 08:16:51.772901621+00:00,2017-04-15 08:16:53.512732169+00:00
2017-04-15 11:31:13,3.1,13.0,36.11,129.36,2017-04-15,2017-04-15 02:31:17.955891942+00:00,2017-04-15 02:31:20.576654985+00:00
2017-03-19 10:08:07,1.9,19.0,35.88,129.71,2017-03-19,2017-03-19 01:08:18.640648573+00:00,2017-03-19 01:08:22.843854442+00:00
2017-03-09 02:24:31,2.0,22.0,35.82,129.78,2017-03-09,2017-03-08 17:24:43.933600261+00:00,2017-03-08 17:24:49.024582048+00:00
